Column,stop_name,type,in_lines,location,identifier,coordinate location,previous_in_lines,stop_description
240,Blumenstrasse,strassenbahn,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'},"52.4494503,13.7594534",Q66977546,"52.4494503,13.7594534",,
241,Blücherstrasse,bus,"{'95', '24'}","52.494544810791446, 13.399589946762335",,,['95']+ {'95'},
242,Boddinstrasse,u-bahn,{'8'},"52.48,13.425277777778",Q819495,,['8']+ {'8'}+ {'8'},
243,Boelckestrasse,bus,{'28'},"52.480786395990485, 13.377428055833606",,,['28']+ {'28'}+ {'28'},
244,Bollestrasse,bus,{'14'},"52.59119581255992, 13.297832398337924",,,,
245,Bonhoeffer-Nervenklinik,bus,"{'64', '62'}","52.57804915259495, 13.332858932266909",,,,
246,Boothstrasse,bus,"{'17', '86'}","52.43572312682299, 13.321600620240675",,,,
247,Borchertweg,bus,{'63'},"52.54365800131904, 13.193097728728928",,,,
248,Borgsdorf,s-bahn,{'140'},"52.7155,13.2764",Q4093486,,['KBS 140']+ {'140'}+ {'140'},
250,Bornhagenweg,bus,{'82'},"52.39051288267737, 13.412370970294228",,,,
251,Bornholmer Strasse,bus,{'89'},"52.554776992507094, 13.397560624891069",,,{'89'}+ {'89'},
252,Bornholmer Strasse,strassenbahn,"{'3', '46', '121'}","52.5537705,13.4138898",Q65076842,"52.5537705,13.4138898",,
253,Bornholmer Strasse Ecke Wisbyer Strasse,strassenbahn,"{'22', '49'}","52.5537705,13.4138898",Q65076842,"52.5537705,13.4138898",,
254,Borsigwalder Weg,bus,{'15'},"52.584839225661895, 13.297897812431719",,,,
255,Borsigwerke,u-bahn,{'6'},"52.5819,13.2907",Q525185,,['6']+ {'6'}+ {'6'},
256,Botanischer Garten,bus,"{'1', '17'} ; {'48'}","52.458647311995534, 13.303586829926948 ; 52.45154256067994, 13.309949317313881",,,,
257,Botanischer Garten,s-bahn,{'1'},"52.44806,13.30722",Q800498,"52.44806,13.30722",,
259,Boxhagener Strasse,strassenbahn,{'3'},"52.5088235,13.465969",Q65675805,,{'3'}+ {'3'},
260,Brabanter Platz,bus,{'60'},"52.48186160418437, 13.315831377045233",,,,
261,Brandenburgplatz,strassenbahn,"{'25', '84'}","52.4553193,13.5908277",Q66338590,,"['25']+ {'84', '25'}+ {'25', '84'}",
262,Breite Strasse,bus,"{'68', '32'} ; {'9'}","52.45433337627122, 13.328234324102299 ; 52.5140675536693, 13.40574007426647",,,,
263,Breite Strasse/Heesestrasse,bus,{'17'},"52.4548683216207, 13.3270322193245",,,,
264,Breite Strasse/Markt,bus,"{'5', '56'}","52.53687415261501, 13.205331139729639",,,,
265,Breitehornweg,bus,{'36'},"52.47043819697363, 13.169377902961328",,,,
266,Breitenbachplatz,bus,"{'16', '33'}","52.468678396403455, 13.307152517554847",,,,
267,Breitenbachplatz,u-bahn,{'2'},"52.466388888889,13.308055555556",Q571339,,['2']+ {'2'}+ {'2'},
268,Breitenbachstrasse,bus,{'26'},"52.58199659447502, 13.305445353625542",,,"['15', '22E', '21']+ {'21', '15'}+ {'22E', '15'}",
269,Breitestrasse,bus,{'30'},"52.45434970242913, 13.328273041731025",,,['32']+ ['30']+ ['9']+ {'30'},
270,Bremer Strasse,bus,"{'53', '85'}","52.428899215436566, 13.30683384919784",,,,
271,Breslauer Platz,bus,"{'48', '85'}","52.47185165175614, 13.335574270830937",,,,
272,Bristolstrasse,bus,{'12'},"52.55831209745645, 13.35122468763482",,,,
273,"Britz, Buschkrug",bus,"{'81', '73'}","52.45402605139965, 13.45998837438309",,,,
274,"Britz, Parchimer Allee",bus,{'93'},"52.44565451910819, 13.44948876911892",,,,
275,Britz-Süd,u-bahn,{'7'},"52.437777777778,13.448055555556",Q571845,,['7']+ {'7'}+ {'7'},
276,Britz-Süd Gutschmidtstrasse,bus,{'93'},"52.437076827846255, 13.444129425003135",,,{'93'}+ {'93'},
277,Britzer Damm,bus,"{'25'} ; {'93'} ; {'73', '81'}","52.4489601337724, 13.436193871061318 ; 52.44411626386779, 13.433541294242636 ; 52.452688195616496, 13.4385636640716",,,,
278,Britzer Strasse,bus,"{'93', '77'}","52.44019828016907, 13.39521021528824",,,"{'81', '93'}+ {'81', '93'}",
279,Brixplatz,bus,{'4'},"52.51907944117457, 13.25699370576959",,,,
280,Brockenstrasse,bus,{'4'},"52.483798093609366, 13.451413181286245",,,,
281,Brotteroder Strasse,bus,"{'2'} ; {'87'}","52.4202444461907, 13.350624716035606 ; 52.41897968597133, 13.346153790170844",,,,
282,Buch,s-bahn,{'141'},"52.6359,13.4917",Q4892359,"52.6359,13.4917",,
283,Bruchwitzstrasse,bus,"{'81', '84', '96'}","52.437914827364786, 13.348377144075371",,,,
284,Brunnenplatz,bus,{'70'},"52.54967231813887, 13.377205988834362",,,['70']+ {'70'}+ {'70'},
285,Brunnenstrasse,bus,{'71'},"52.538306633710796, 13.39595161572403",,,"['99']+ {'78', '78E'}+ {'99'}+ {'78E'}+ {'99'}",
286,Brunnenstrasse,strassenbahn,"{'121', '22', '46', '11'}","52.5324542,13.3974236",Q65691740,"52.5324542,13.3974236",,
287,Brunnenstrasse Ecke Invalidenstrasse,strassenbahn,{'18'},"52.5324542,13.3974236",Q65691740,"52.5324542,13.3974236",,
288,Bruno-Baum-Strasse,strassenbahn,"{'14', '12', '11', '6'}","52.542742555459235, 13.549421040585392",,,,
289,Bruno-Leuschner-Strasse,strassenbahn,{'110'},"52.55072401589265, 13.548273113993186",,,,
290,Bruno-Leuschner-Strasse,s-bahn,{'102'},"52.55056,13.5475",Q2150651,"52.55056,13.5475",,
291,Bruno-Leuschner-Strasse,strassenbahn,"{'5', '18E', '18', '11', '103', '6'}","52.55072401589265, 13.548273113993186",,,,
292,Brunsbütteler Damm,bus,"{'80', '92', '34', '13', '31'}","52.53293223892925, 13.198427744259302",,,,
293,Brunsbüttler Damm/Nennhauser Damm,bus,{'97'},"52.532493747811195, 13.141599737496518",,,,
294,Buch,s-bahn,{'143'},"52.6359,13.4917",Q4892359,,"['KBS 141', 'KBS 143']+ {'141'}, {'143'}+ {'141'}, {'143'}",
295,Buchholz,strassenbahn,{'120'},"52.608424409709855, 13.429795473414526",,,,
296,"Bucholz, Hauptstrasse",strassenbahn,{'49'},"52.60726996020294, 13.433394005316927",,,['49']+ {'49'}+ {'49'},
297,Buchsbaumweg,bus,{'58'},"52.42216598859291, 13.506390284352872",,,,
298,"Buckow, Lipschitzallee Gesundheitszentrum",bus,{'91'},"52.429293575753604, 13.470638459851404",,,,
299,Buckower Chaussee,bus,"{'7', '78', '76'}","52.414558044256225, 13.401161035852658",,,"['7', '52']+ {'52', '7'}+ {'76', '78'}",
300,Buckower Chaussee,s-bahn,{'2'},"52.4103,13.3829",Q800499,,{'152'}+ {'2'},
301,Buckower Damm,bus,"{'52', '91'}","52.42368329841466, 13.436638725763267",,,"['52']+ {'52', '91'}+ {'93'}+ {'52', '91'}+ {'93'}",
302,Buckower Friedhof,bus,{'52'},"52.42151537347778, 13.43036950960343",,,"['52']+ {'52', '78'}+ {'52'}",
303,Budapester Strasse,bus,{'9'},"52.50516506753211, 13.336671016983322",,,{'9'}+ {'9'},
304,Budapester Strasse 6a,bus,{'9'},"52.50628003107004, 13.343860054117387",,,,
305,Buhrowstrasse,bus,{'33'},"52.44920703499153, 13.353277489535056",,,['33']+ {'33'}+ {'33'},
306,Bundesallee,bus,{'74'},"52.46493052962428, 13.32853185257923",,,['65']+ {'65'}+ {'65'},
307,Bundesplatz,u-bahn,{'9'},"52.478080555556,13.328519444444",Q3647008,,['9']+ {'9'}+ {'9'},
308,Burgunder Strasse,bus,{'53'},"52.43264243450133, 13.198862063729255",,,,
309,Burscheider Weg,bus,{'10'},"52.54477312668623, 13.238410687264071",,,,
310,Buschallee,strassenbahn,"{'113', '24'}","52.5537598,13.4691966",Q65546661,"52.5537598,13.4691966",,
312,Buschkrug,bus,"{'81', '73'}","52.452541567651394, 13.452163295569257",,,,
313,Buschkrugallee,bus,{'93'},"52.44537971273351, 13.455058587836387",,,['25']+ {'25'}+ {'25'},
314,Bäkestrasse,bus,"{'17', '86'} ; {'18'}","52.433495313598186, 13.319421490750075 ; 52.399411050594416, 13.141347762749685",,,,
315,Bölschestrasse,strassenbahn,"{'25', '84'}","52.44753754960049, 13.624290215589",,,"['25']+ {'84', '25'}+ {'25', '84'}",
316,Bötzow-Bahn,bus,{'63'},"52.560824422323606, 13.172066794689416",,,['63']+ {'63'}+ {'63'},
317,Bötzowstrasse,strassenbahn,"{'21', '13', '102', '4'}","52.534115202171556, 13.437361005935983",,,,
318,Bühler Weg,bus,{'52'},"52.41731804125508, 13.412896836984997",,,,
319,Bülowstrasse,bus,"{'48', '87', '83'}","52.49782105135764, 13.362041611976887",,,,
320,Bürgerpark,bus,{'7'},"52.56929473750183, 13.400863229040334",,,"['50', '33', '55', '7']+ {'55', '50', '33', '7'}+ {'7', '55', '50', '33'}",
321,Bürgerpark,strassenbahn,"{'22', '46', '121'}","52.5714873,13.3984217",Q65055045,"52.5714873,13.3984217",,
322,Bürgerwäldchen,strassenbahn,{'83'},"52.48924332057368, 13.606368760127548",Q66364551,,['83']+ {'83'}+ {'83'},
323,Bütower Strasse,strassenbahn,{'83'},"52.4861026,13.6039833",Q66364552,,{'83'}+ {'83'},
324,Calauer Strasse,bus,"{'14', '22'}","52.6039046981797, 13.35101806751932",,,"{'22', '64'}+ {'64', '22'}",
325,Calvin Strasse/Spenerstrasse,bus,{'90'},"52.5240898956842, 13.35306295292601",,,,
326,Camphausenstrasse,bus,{'50'},"52.42813123709293, 13.251652863281972",,,,
327,Carstennstrasse,bus,{'3'},"52.432747470122514, 13.287082476089966",,,,
328,Ceciliengärten,bus,{'87'},"52.47509038334963, 13.343058356324432",,,,
329,Cecilienstrasse,bus,"{'7', '82'}","52.38866898553209, 13.388859906638816",,,"['92']+ {'82'}+ {'92'}+ {'7', '82'}+ {'92'}+ {'54'}",
330,Celsiusstrasse,bus,{'86'},"52.410981385109125, 13.313923508024498",,,,
331,Celsiusstrasse/Osdorfer Strasse,bus,{'17'},"52.4165559174158, 13.3155715258133",,,,
332,Celsiusstrasse Ecke Osdorferstrasse,bus,{'86'},"52.41655283823621, 13.31556800327876",,,,
333,Charlottenburg,s-bahn,{'3'},"52.504722222222,13.303333333333",Q111326217,,['KBS 156']+ {'156'}+ {'3'},
334,Charlottenburg Pulsstrasse,bus,{'74'},"52.52431419293072, 13.285624403120265",,,,
335,"Charlottenburg, Amtsgericht",bus,{'62'},"52.50688774706674, 13.295046872347983",,,,
336,Charlottenstrasse,bus,{'18'} ; {'29'},"52.415305823662955, 13.145443346024475 ; 52.50688252254783, 13.392812807493847",,,,
337,Chausseestrasse,bus,{'90'},"52.530562532485156, 13.383099723527291",,,{'59'},
338,Chemnitzer Strasse,bus,{'115'},"52.5051288553116, 13.581585054064426",,,{'27'}+ {'27'},
339,Chausseestrasse,bus,{'71'},"52.53728195483183, 13.37463122351887",,,,
340,Claire-Waldoff-Promenade,bus,{'90'},"52.523835144950816, 13.360797172907299",,,,
341,Clauertstrasse,bus,{'3'},"52.42772380619201, 13.229687769076959",,,,
342,Clayallee,bus,"{'18', '50'}","52.45103357730305, 13.26953417048236",,,,
343,Clayallee/Berliner Strasse,bus,{'3'},"52.43505828502232, 13.260437031665408",,,,
344,Clayallee/Königen-Luise-Strasse,bus,{'10'},"52.46046639510062, 13.274855349349439",,,,
345,Colditzstrasse,bus,{'25'},"52.4579526791651, 13.393355087342593",,,,
346,Colomierstrasse,bus,{'3'},"52.429293273853624, 13.164115377395419",,,,
347,Columbiadamm,bus,{'24'},"52.48398171737193, 13.394418749054523",,,['24']+ {'24'}+ {'24'},
348,Congress-Centrum,bus,"{'94', '10', '69', '4'}","52.50441330995295, 13.279431385421178",,,,
349,Conradstrasse,bus,{'15'},"52.58317466574095, 13.299978503369003",,,,
350,Corrensplatz,bus,{'11'},"52.446014012041694, 13.284264679815902",,,"['11', '10']+ {'10', '11'}+ {'11', '10'}",
351,Crailsheimer Strasse,bus,"{'96', '84'}","52.444225795523806, 13.354318872862635",,,,
352,Culemeyerstrasse,bus,{'7'},"52.4169737280158, 13.392835460825834",,,,
353,Cunostrasse,bus,{'50'},"52.48560250541867, 13.296295217763765",,,['50']+ {'50'}+ {'60'}+ {'50'},
354,Cunostrasse/Kirchstrasse,bus,"{'60', '86'}","52.474159379429594, 13.294521783067776",,,,
355,Dachdeckerweg,bus,{'91'},"52.43200863965697, 13.43517747900866",,,{'91'}+ {'91'},
356,"Dahlem, Clayallee",bus,{'17'},"52.46045303698703, 13.274823090474328",,,,
357,Dahlem-Dorf,u-bahn,{'2'},"52.456944444444,13.289444444444",Q668585,,['2']+ {'2'}+ {'2'},
358,Dahlemer Weg,bus,"{'1', '48'} ; {'53'} ; {'3'}","52.44190095318143, 13.282738539333536 ; 52.426335177948914, 13.276825472635537 ; 52.43241041192774, 13.279686597806148",,,,
359,Dahrendorfzeile,bus,{'23'},"52.53520730264415, 13.288710859321787",,,,
360,Daimlerstrasse,bus,"{'77', '32'}","52.423902708487645, 13.380271794952497",,,"['7']+ ['11']+ {'7'}+ {'77', '11'}+ {'79', '77'}",
361,Dannenwalder Weg,bus,"{'14', '22'} ; {'15'}","52.59585822501503, 13.3393366865423 ; 52.59586064166142, 13.339347865802036",,,,
362,Dardanellenweg,bus,{'81'},"52.44483148936466, 13.410763994344759",,,['81']+ {'81'}+ {'81'},
363,Darser Strasse,bus,"{'10', '84'}","52.41622195864275, 13.282115365170041",,,,
364,Deidesheimer Strasse,bus,{'1'},"52.474347806280285, 13.320193790483483",,,,
365,Delbrückstrasse,bus,{'10'},"52.4829122025207, 13.285627560561718",,,,
366,Delmer Steig,bus,{'52'},"52.41971134506084, 13.4227562094393",,,{'78'},
367,Demminer Strasse,bus,{'64'},"52.542241515569664, 13.397935795392367",,,,
368,Dennewitzplatz,bus,{'19'},"52.49531477512581, 13.366204525801107",,,,
369,Dernburgstrasse,bus,"{'10', '94'}","52.50646678185195, 13.28367883075423",,,"['94', '10']+ {'10', '66'}+ {'10', '94'}",
370,Dessauer Strasse,bus,{'2'},"52.42892508441894, 13.346888311410968",,,,
371,Dessauer Strasse/Eiswaldtstrasse,bus,{'87'},"52.42869273927135, 13.346913497916558",,,,
372,Detmolder Strasse,bus,{'1'},"52.47877768912958, 13.320302446669151",,,,
373,Deutsche Oper,u-bahn,{'1'},"52.511944444444,13.310555555556",Q869501,,['1']+ {'1'}+ {'1'},
374,Deutsche Staatsoper bzw. Komische Oper,bus,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'},"52.51738792599121, 13.39467182238642",,,,
375,Deutschlandhalle,bus,{'69'},"52.49962817740136, 13.26898769147191",,,,
376,Diakoniezentrum,bus,{'14'},"52.61149887487554, 13.251436670031126",,,"['14']+ {'14'}+ {'E', '14'}",
377,Dianastrasse,bus,{'20'},"52.611345702626494, 13.318042679764599",,,['12']+ {'12'}+ {'12'},
378,Dickhardtstrasse,bus,"{'48', '85'}","52.47137981106055, 13.335144848693265",,,,
379,Didostrasse,bus,{'33'},"52.44711153020139, 13.398624018181312",,,,
380,Dimitroffstrasse,strassenbahn,"{'71', '72', '20'} ; {'15', '70', '63', '63E', '113', '11', '14', '6'}","52.539215728844226, 13.42421962115618 ; 52.5263926244183, 13.447646411219079",,,,
381,Dimitroffstrasse,u-bahn,{'A'},"52.541666666667,13.412222222222",Q571382,,['A']+ {'A'}+ {'A'},
382,Dimitroffstrasse Ecke Greifswalder Strasse,strassenbahn,"{'28', '24'}","52.5364975,13.4334045",Q65548960,"52.5364975,13.4334045",,
383,Dimitroffstrasse Ecke Leninallee,strassenbahn,"{'18', '18E'}","52.5259343,13.4462368",Q65553230,"52.5259343,13.4462368",,
384,Dohnagestell,bus,{'89'},"52.545896857485126, 13.33238595477671",,,,
385,Dominicusstrasse,bus,"{'48', '83'}","52.481845594274056, 13.348295976204904",,,"['65', '75', '48']+ {'65', '83', '48'}+ {'75', '65', '83', '48'}",
386,Dominikus-Krankenhaus,bus,{'15'},"52.625126272766934, 13.297590493376891",,,,
387,Domnauer Strasse,bus,"{'25', '68'}","52.455878463179886, 13.364115104328587",,,,
388,Donnersmarckplatz,bus,"{'15', '12'}","52.62982465046043, 13.28047497184123",,,"['15', '12']+ {'12', '15'}+ {'12', '15'}",
389,Dovebrücke,bus,{'90'},"52.51867985481754, 13.319909429259681",,,{'90'}+ {'90'},
390,Drakestrasse,bus,"{'53', '11'} ; {'48'}","52.43138567764843, 13.309702865469966 ; 52.445708106592114, 13.293707826586155",,,,
391,Drakestrasse/Ringstrasse,bus,"{'68', '11'}","52.439792248072, 13.300221140288343",,,,
392,Drewitz (DDR),bus,{'99'},"52.383210942095026, 13.122280120317033",,,,
393,Drontheimer Strasse,bus,"{'89', '22'}","52.55658565363752, 13.377068634643702",,,{'14'}+ {'14'},
394,Drosselweg,bus,{'10'},"52.460183077302624, 13.287333607120196",,,,
395,Dröpkeweg,bus,{'91'},"52.419582416301, 13.448819560167694",,,,
396,Dudenstrasse,bus,{'28'},"52.485078406979376, 13.376567552300232",,,['28']+ {'28'}+ {'28'},
397,Dyrotzer Strasse,bus,{'63'},"52.541533204193215, 13.168717392964442",,,{'63'},
398,Döberitzer Strasse,bus,{'83'},"52.52804818563188, 13.36798644505505",,,,
399,Dörpfeldstrasse,bus,{'23'},"52.43603572868382, 13.54292180983057",,,{'23'}+ {'23'},
400,"Düppel-Süd, Neuruppiner Strasse",bus,{'50'},"52.42121205693577, 13.226829569440591",,,,
401,Düsseldorfer Strasse,bus,{'1'},"52.4970318347891, 13.311589126014379",,,,
402,Eberswalder Strasse,strassenbahn,"{'21', '13', '102', '4'}","52.5401928,13.4113979",Q65088313,"52.5401928,13.4113979",,
404,Edisonstrasse,strassenbahn,"{'16', '82'}","52.4679531, 13.5135217",Q65951889,"52.4679531,13.5135217",,
405,Egelpfuhlstrasse,bus,{'80'},"52.53353984351533, 13.169416926784528",,,"['80', '31']+ {'31'}+ {'80'}",
406,Ehrenbergstrasse,bus,{'1'},"52.4483015236802, 13.290793724549625",,,,
407,Ehrenpreisweg,bus,{'57'},"52.42796223878391, 13.49040196088073",,,,
408,Ehrlichstrasse,strassenbahn,{'82'},"52.4789566,13.5234316",Q65951921,,{'82'},
409,Eichborndamm,bus,"{'21', '15'}","52.59189972544546, 13.326509287366479",,,"['12', '12E', '14']+ {'12', '14'}+ {'12', '14'}",
410,Eichborndamm 167/Tor 5,bus,"{'21', '15'}","52.583945136255075, 13.32082360367469",,,,
412,Eichenauer Weg,bus,"{'57'} ; {'58', '41'}","52.41398450802341, 13.49271300063796 ; 52.4136111270822, 13.501288575146608",,,,
413,Eichendamm,strassenbahn,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'},"52.4557019,13.730965",Q66980691,"52.4557019,13.730965",,
414,Eichenroder Ring,bus,{'15'},"52.604846772146196, 13.337556217140376",,,,
415,Eichhorster Weg,bus,"{'14', '22', '15'}","52.60005766587221, 13.341149640615305",,,,
416,Eichwalde,s-bahn,{'110'},"52.3715,13.6152",Q19274479,,"['KBS 141', 'KBS 110']+ {'141', '110'}+ {'110', '141'}",
417,Einsteinufer,bus,{'90'},"52.51693519725539, 13.324382279156358",,,,
418,Eintrachsiedlung,bus,{'25'},"52.4542428339722, 13.430719964700959",,,,
419,Eisenacher Strasse,bus,"{'83'} ; {'33', '81', '77'} ; {'16'}","52.48460578618071, 13.353067498842368 ; 52.446763982320256, 13.402055874121041 ; 52.49462323246133, 13.349753376933217",,,,
420,Eisenacher Strasse,u-bahn,{'7'},"52.489444444444,13.350277777778",Q571170,,{'7'}+ {'7'},
421,Eisenbahnstrasse,bus,{'28'},"52.504550684076115, 13.43477807970728",,,,
422,Eisenzahnstrasse,bus,{'4'},"52.49339313975509, 13.304835942377133",,,,
423,Eiswaldstrasse,bus,{'30'},"52.42768407828006, 13.355221272560957",,,['32']+ {'32'},
424,Elberfelder Strasse,bus,{'23'},"52.52499756425905, 13.336260231934217",,,{'23'},
425,Elisabeth-Friedhof,bus,{'70'},"52.5606565984888, 13.387868890755703",,,['70']+ {'70'}+ {'70'},
426,Elisabethstrasse,bus,{'80'},"52.53434201181677, 13.557088751163631",,,,
427,Elisabethstrasse,strassenbahn,"{'5', '18E', '10', '18', '11'}","52.5343630451961, 13.557117056962502",,,,
428,Elsenstrasse,bus,{'4'},"52.485073294387284, 13.448889787298475",,,,
429,Elsflether Weg,bus,{'80'},"52.53387421969225, 13.1936438306569",,,"['80', '31']+ {'31'}+ {'80'}",
430,Elsterplatz,bus,"{'60', '10', '50'}","52.47960850273269, 13.285267862424822",,,,
431,Elsterwerdaer Platz,u-bahn,{'E'},"52.505,13.56056",Q551802,"52.505,13.56056",,
432,Emdener Strasse,bus,{'71'},"52.53301264922792, 13.334747429300204",,,,
433,Ementaler Strasse,bus,{'22'},"52.57435029594236, 13.368503360949216",,,,
434,Emmentaler Strasse,bus,{'72'} ; {'12'},"52.57040409711633, 13.360868970172627 ; 52.56753442425038, 13.351220133812342",,,"{'12'}+ {'22', '61', '72'}+ {'14'}+ {'12'}+ {'22', '61', '72'}+ {'14'}",
435,Emser Platz,bus,{'50'},"52.492072890007414, 13.319251387534207",,,['50']+ {'50'}+ {'50'},
436,Emser Strasse,bus,{'91'},"52.46807709982285, 13.430947570952094",,,,
437,Endestrasse,bus,"{'66', '18', '6'}","52.41965961978957, 13.160396994674473",,,"['18']+ {'18'}+ {'6', '18'}",
438,Engadiner Weg,bus,"{'53', '85'}","52.42543366956799, 13.302854881124055",,,,
439,Engelroder Weg,bus,"{'14', '22'}","52.60231063767542, 13.347159757387223",,,,
440,Englerallee,bus,{'1'},"52.46582477937655, 13.305923290217969",,,,
441,Erdener Strasse,bus,{'19'},"52.49054594602995, 13.276367745788447",,,,
442,Erich-Glückauf-Strasse,strassenbahn,"{'14', '18', '12', '18E'}","52.570500864744126, 13.565570583565774",,,,
443,Erkner,s-bahn,{'105'},"52.4296,13.7513",Q14434071,,['KBS 105']+ {'105'}+ {'105'},
444,Ernst-Reuter-Platz,u-bahn,{'1'},"52.511944444444,13.322222222222",Q658361,,['1']+ {'1'}+ {'1'},
445,Ernst-Thälmann-Park,s-bahn,"{'141', '140', '143'}","52.539722222222,13.439444444444",Q439246,"52.539722222222,13.439444444444",,
446,Ernststrasse,bus,{'15'},"52.58616865240725, 13.306807610505746",,,,
448,Eschenweg,bus,{'56'},"52.5683477099914, 13.21113100023072",,,,
449,Europa-Center,bus,"{'9', '19', '69', '29', '73'}","52.5039373213515, 13.337257731614036",,,,
450,Exerzierstrasse,bus,{'64'},"52.553756646174705, 13.37716619556309",,,['61']+ {'61'}+ {'61'},
451,Eythstrasse/Friedhof,bus,{'74'},"52.459797908476446, 13.364968901330691",,,,
452,Fahrenheitstrasse,bus,"{'17', '86'}","52.41442729967662, 13.317808293573478",,,['86']+ {'86'}+ {'86'},
453,Fährstrasse,bus,{'27'},"52.60694113231619, 13.2116376234657",,,,
454,Falckensteinstrasse,bus,{'28'},"52.50006740058051, 13.443824961890895",,,['28']+ {'28'}+ {'28'},
455,Falkenberg,bus,{'80'},"52.56940202346894, 13.526586725626833",,,,
456,Falkenberg,strassenbahn,{'15'},"52.5698521,13.5265973",Q65467493,"52.5698521,13.5265973",,
458,Falkenberger Strasse,strassenbahn,{'10'},"52.5548156,13.4676381",Q65956714,"52.5548156,13.4676381",,
459,Falkenhöhe,bus,"{'23', '107'}","52.400507029940435, 13.538229483128243",,,,
460,Falkenplatz,bus,{'20'},"52.58483834291436, 13.227491413045145",,,"['14E', '20']+ {'14E', '20'}+ {'14E', '20'}",
461,Falkenseer Chaussee,bus,"{'63', '5', '92'}","52.54750354783305, 13.184668062763297",,,,
462,Falkenseer Platz,bus,{'92'},"52.54045617500718, 13.203419756102146",,,['63'],
463,Falkentaler Steig,bus,{'15'},"52.61956101840572, 13.304151399505054",,,['15']+ {'15'}+ {'15'},
464,Fasanenstrasse,strassenbahn,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'},"52.4530423,13.744271",Q66980261,"52.4530423,13.744271",,
465,Fehrbelliner Platz,u-bahn,"{'7', '2'}","52.490277777778,13.314444444444",Q663245,,"['2', '7']+ {'7', '2'}+ {'2', '7'}",
