,stop_id,stop_description,type,in_lines,identifier,location,stop_name
0,19601,4. Ring,bus,A53,,"52.42250630689789, 13.2869490566549",4. Ring
1,19602,Adamstrasse Ecke Pichelsdorfer Strasse,bus,"A34,A35",,"52.521029117218866, 13.19780699419913",Adamstrasse
2,19603,Berlin-Adlershof station,s-bahn,"KBS 103,KBS 100a",Q323551,"52.434722222222,13.541388888889",Adlershof
3,19604,Adolf-Scheidt-Platz,strassenbahn,95,,"52.478194856980814, 13.37836902238447",Adolf-Scheidt-Platz
4,19605,Afrikanische Straße,u-bahn,"C II,C I",Q559239,"52.560027777778,13.334633333333",Afrikanische Str.
5,19606,"Ahrensfeld, Kirche",bus,A46,,"52.57532170199278, 13.576515606968998","Ahrensfeld, Kirche"
6,19607,Albertstrasse,strassenbahn,"74,73",,"52.48441764584102, 13.352842591071507",Albertstrasse
7,19608,Berlin Albrechtshof station,s-bahn,KBS 103,Q800470,"52.5494,13.1283",Albrechtshof
8,19609,Albrechtstrasse Ecke Rheinhardtstrasse,bus,A57,,"52.52325414751492, 13.383819128683713",Albrechtstrasse
9,196010,Memhardstraße,strassenbahn,1,Q65227406,"52.5233439,13.4110773","Alexanderplats, Memhardstr."
10,196011,S-Bahnhof Berlin Alexanderplatz,s-bahn,"KBS 103,KBS 102,KBS 101",Q111324700,"52.521388888889,13.411944444444",Alexanderplatz
11,196012,Alexanderplatz u-bahn station,u-bahn,"A I,D,A II,E",Q17173458,"52.5214,13.4119",Alexanderplatz
12,196013,"Alexanderplatz, Grunerstrasse",strassenbahn,"74,72,71,82,74E",,"52.52008326268696, 13.41408418961877","Alexanderplatz, Grunerstrasse"
13,196014,"Alexanderplatz, Grunerstrasse",strassenbahn,64,,"52.52008326268696, 13.41408418961877","Alexanderplatz, Grunestrasse"
14,196015,Memhardstraße,strassenbahn,"69,11,63,22",Q65227406,"52.5233439,13.4110773","Alexanderplatz, Memhardstrasse"
15,196016,"Alt-Biesdorf, Oberfeldstrasse",bus,A8,,"52.50918606891929, 13.553347058493491","Alt-Biesdorf, Oberfeldstrasse"
16,196017,Alt-Buch,bus,A42,,"52.63585516282156, 13.50090380436997",Alt-Buch
17,196018,Alt-Buckow,strassenbahn,27,,"52.42369898147204, 13.43651094045107",Alt-Buckow
18,196019,Alt-Heiligensee,bus,"A13,A14",,"52.60616921042186, 13.210646859320935",Alt-Heiligensee
19,196020,Alt-Kladow,bus,"A34,A35",,"52.454591413254434, 13.144488043956764",Alt-Kladow
20,196021,Alt-Mariendorf Ecke Mariendorfer Damm,bus,AS2,,"52.44015553185248, 13.387328254903215",Alt-Mariendorf
21,196022,Alt-Mariendorf,strassenbahn,99,,"52.4401532176395, 13.387265005984174",Alt-Mariendorf
22,196023,Alt-Marienfelde Ecke Marienfelder Allee,bus,A52,,"52.413385082183694, 13.36338063003787",Alt-Marienfelde
23,196024,"Alt-Marzahn, Kirche",bus,O37,,"52.542423454435976, 13.564061751343658","Alt-Marzahn, Kirche"
24,196025,Alt-Müggelheim,bus,A27,,"52.41018331064196, 13.665897531850348",Alt-Müggelheim
25,196026,Alt-Schmöckwitz,bus (Umlandlinie),"Schmöckwitz<>Eichwalde (VEB Kraftverkehr Schöneiche-Rüdersdorf),Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf)",,"52.37536708814027, 13.649399886968025",Alt-Schm ckwitz
26,196027,Alt-Schmöckwitz,strassenbahn,86,Q66459540,"52.3752767,13.649549",Alt-Schmöckwitz
27,196028,Alt-Tempelhof,strassenbahn,"99,96,98",,"52.4660774066416, 13.3856316379907",Alt-Tempelhof
28,196029,Alte Wagenhalle,strassenbahn,96,,"52.39228324366295, 13.224814455372194",Alte Wagenhalle
29,196030,"Altglienicke, Am Falkenberg",strassenbahn,84,,"52.41079970042163, 13.570452931545786","Altglienicke, Am Falkenberg"
30,196031,"Altglienicke, Kirche",bus,A23,,"52.421845729296805, 13.539407702079252","Altglienicke, Kirche"
31,196032,Am Beelitzhof Ecke Kronprinzessinnenweg,bus,A3,,"52.432202091928794, 13.186661564435827",Am Beelitzhof
32,196033,Am Dachsbau Ecke Heiligenseestrasse,bus,A13,,"52.60655284387061, 13.22984370797522",Am Dachsbau
33,196034,Am Fließ,bus,A15,,"52.6034575714732, 13.289613652822638",Am Flie
34,196035,Am Grossen Wannsee Ecke Königstrasse,bus,"A3,A6,A18,A51",,"52.420496581432594, 13.167192967572669",Am Grossen Wannsee
35,196036,Am Kupfergraben,strassenbahn,1,Q65055027,"52.5194208,13.3953839",Am Kupfergraben
36,196037,Am Kupfergraben (Haus der Frau),strassenbahn,70,,"52.51968436891945, 13.396249324607327",Am Kupfergraben (Haus der Frau)
37,196038,Am Nordhafen,bus,A70,,"52.53868315849872, 13.363248409190426",Am Nordhafen
38,196039,Am Oberhafen,bus,A67,,"52.465017297775326, 13.450594183790596",Am Oberhafen
39,196040,Am Rosenhag,bus,"A44E,A44",,"52.52474356253909, 13.621775828105108",Am Rosenhag
40,196041,Am Steinberg Ecke Prenzlauer Promenade,bus,"A45,A42",,"52.55648144940878, 13.429306764151775",Am Steinberg
41,196042,Am Steinberg,strassenbahn,71,Q65103320,"52.5585796,13.4333751",Am Steinberg
42,196043,Am Treptower Park Ecke Bulgarische Strasse,strassenbahn,87,,"52.48147563483442, 13.472811198997826",Am Treptower Park Ecke Bulgarische Strasse
43,196044,Am Vierrutenbert,bus,A20,,"52.613698620824124, 13.344231823340426",Am Vierrutenbert
44,196045,Am Volkspark Ecke Blissestrasse,bus,A60,,"52.483222065143515, 13.32036833862448",Am Volkspark
45,196046,Amtsgerichsplatz,bus,A10,,"52.50685665976427, 13.295057483522156",Amtsgerichsplatz
46,196047,Amtsgericht,strassenbahn,"75,76",,"52.50682617853116, 13.297391449613752",Amtsgericht
47,196048,Amtsgericht Charlottenburg,bus,A21,,"52.50571853839105, 13.295347400894903",Amtsgericht Charlottenburg
48,196049,Andreasstrasse/Lebuser Strasse,bus,O30,,"52.51797306914227, 13.432895480772247",Andreasstrasse
49,196050,Andreasstrasse,strassenbahn,82,,"52.51085823996067, 13.430402171026154",Andreasstrasse
50,196051,S-Bahnhof Berlin Anhalter Bahnhof,s-bahn,"KBS 105,KBS 106,KBS 104",Q111324573,"52.503055555556,13.381944444444",Anhalter Bahnhof
51,196052,Anhalter Bahnhof,strassenbahn,88,,"52.50453275122, 13.382326534592197",Anhalter Bahnhof
52,196053,Anhalter Bhf.,bus,"A24,A29",,"52.504693895352524, 13.381969502572149",Anhalter Bhf.
53,196054,Antonplatz,strassenbahn,"74,72,70,3,74E",Q65548849,"52.5484803,13.4517416",Antonplatz
54,196055,Arnimallee,bus,A68,,"52.45789378609326, 13.299570204130864",Arnimallee
55,196056,Aroser Allee Ecke Lindauer Strasse,bus,"A61,A14",,"52.57376245122369, 13.351970705456408",Aroser Allee
56,196057,Attilaplatz,bus,"A25,AS2",,"52.45590179888225, 13.376512495751076",Attilaplatz
57,196058,Attilaplatz,strassenbahn,"96,95",,"52.455498340147045, 13.375619638525905",Attilaplatz
58,196059,Auguste-Viktoria-Allee Ecke Ollenhauerstrasse,bus,A62,,"52.569268504658915, 13.329801350092811",Auguste-Viktoria-Allee
59,196060,Augustenburger Platz,strassenbahn,25,,"52.54195473048106, 13.349004434392675",Augustenburger Platz
60,196061,Bühler Weg Ecke Marienfelder Chaussee,bus,A52,,"52.41724643282917, 13.412638052235238",B hler Weg
61,196062,Bürknersfelde,bus,"O41,A43,O37",,"52.549540493749184, 13.586689708671303",Bürknersfelde
62,196063,BSC-Sportplatz,bus,A29,,"52.48590335523557, 13.284366733504768",BSC-Sportplatz
63,196064,Betriebshof Lichtenberg,strassenbahn,"69,69E",Q66014798,"52.5206411,13.4994454","BVG-Bf. Lichtenberg, Siegfriedstrasse"
64,196065,"BVG-Bf. Lichtenberg, Siegfriedstrasse",bus,O30,,"52.52004640241046, 13.499373630980266","BVG-Bf. Lichtenberg, Siegfriestrasse"
65,196066,BVG-Bf. Weißensee,strassenbahn,74,,"52.557019987591296, 13.4676689116181",BVG-Bf. Weißensee
66,196067,Potsdam-Babelsberg station,s-bahn,KBS 102,Q801326,"52.3914,13.0928",Babelsberg
67,196068,Badstrasse Ecke Pankstrasse,bus,A70,,"52.55228040855936, 13.381394276023574",Badstrasse
68,196069,Badstrasse/Prinzenallee,bus,A71,,"52.55231378388406, 13.381413167559051",Badstrasse/Prinzenallee
69,196070,Baerwaldstrasse Ecke Urbanstrasse,strassenbahn,95,,"52.49390938472972, 13.403182384220054",Baerwaldstrasse
70,196071,Friedrichstraße metro station,u-bahn,"C II,C I",Q3753274,"52.520111111111,13.388305555556",Bahnhof Friedrichstr. (Stadtbahn)
71,196072,Lichtenberg metro station,u-bahn,E,Q3831986,"52.510556,13.496389",Bahnhof Lichtenberg (Zentralfriedhof)
72,196073,Bahnhof Tempelhof,strassenbahn,98,,"52.46587999632718, 13.38561353594905",Bahnhof Tempelhof
73,196074,U-Bahnhof Wedding,u-bahn,"C II,C I",Q4018733,"52.5425,13.366111",Bahnhof Wedding
74,196075,Bahnhofstrasse,strassenbahn,47,,"52.40244986860125, 13.512704137216817",Bahnhofstrasse
75,196076,Bahnhofstrasse Ecke Lindenstrasse,bus,A27,,"52.45096281111, 13.572146868709519",Bahnhofstrasse Ecke Lindenstrasse
76,196077,Bahnhofstraße/Lindenstraße,strassenbahn,"87,82",Q66095701,"52.4505094,13.572684",Bahnhofstrasse Ecke Lindenstrasse
77,196078,Barfusstrasse Ecke Müllerstrasse,bus,"A12,A12S",,"52.554307201956135, 13.345153941265151",Barfusstrasse
78,196079,Baumschulenstrasse Ecke Köpenicker Landstrasse,strassenbahn,92,,"52.469081846595664, 13.491329912138305",Baumschulenstrasse
79,196080,Baumschulenstrasse Ecke Südostallee,bus,A47,,"52.46095841731415, 13.481191835004426",Baumschulenstrasse Ecke Südostallee
80,196081,Berlin-Baumschulenweg station,s-bahn,"KBS 103,KBS 100a,KBS 103a",Q324336,"52.4675,13.489722",Baumschulenweg
81,196082,"Baumschulenweg, Sonnenallee",strassenbahn,95,,"52.46729434178432, 13.489094025693007","Baumschulenweg, Sonnenallee"
82,196083,Bayerischer Platz station,u-bahn,B III,Q668574,"52.488333333333,13.340277777778",Bayerischer Platz
83,196084,Beeskowdamm Ecke Teltower Strasse,bus,A1,,"52.40965850195346, 13.267308742502374",Beeskowdamm
84,196085,Behring-Krankenhaus,bus,A10,,"52.42410894567823, 13.251764544509987",Behring-Krankenhaus
85,196086,Berlin Bellevue station,s-bahn,"KBS 103,KBS 102,KBS 101",Q374018,"52.52,13.348055555556",Bellevue
86,196087,Belziger Strasse,strassenbahn,66,,"52.48469759121592, 13.34547616644445",Belziger Strasse
87,196088,Benschallee Ecke Potsdamer Chaussee,bus,"A3,A18",,"52.42959261918116, 13.22400013419735",Benschallee
88,196089,Benzolwerk,strassenbahn,84,,"52.426414690299055, 13.546444409734137",Benzolwerk
89,196090,"Bergfelde, Karl-Marx-Strasse",bus,AN,,"52.665111405939506, 13.307446011435928","Bergfelde, Karl-Marx-Strasse"
90,196091,Bergstraße Ecke Thorwaldsenstraße,strassenbahn,66,,"52.45916314067555, 13.34768142911793",Bergstrasse
91,196092,Berkaer Strasse Ecke Teplitzer Strasse,bus,A29,,"52.48209270683341, 13.281182952838728",Berkaer Strasse
92,196093,"Berkaer Strasse, Elsterplatz",bus,AS3,,"52.479592141367654, 13.285296936169493","Berkaer Strasse, Elsterplatz"
93,196094,Berliner Strasse Ecke Bismarckstrasse,strassenbahn,96,,"52.42581131985521, 13.316760031991025",Berliner Strasse
94,196095,Berlinickeplatz,bus,A65,,"52.46607292094852, 13.378516406213421",Berlinickeplatz
95,196096,Berlinickeplatz Ecke Manteuffelstrasse,strassenbahn,95,,"52.466329675590764, 13.378144688199017",Berlinickeplatz
96,196097,Bernau bei Berlin station,s-bahn,KBS 106,Q479789,"52.6763,13.5931",Bernau (b Bln)
97,196098,Bernauer Straße station,u-bahn,D,Q689293,"52.5375,13.396666666667",Bernauer Str.
98,196099,Bernauer Strasse Ecke Gartenstrasse,bus,A64,,"52.53339472474513, 13.387460450356432",Bernauer Strasse Ecke Gartenstrasse
99,1960100,Bernauer Strasse/Brunnenstrasse,bus,A71,,"52.53829556916397, 13.396023771544826",Bernauer Strasse/Brunnenstrasse
100,1960101,Bersarinplatz,strassenbahn,"13,4",Q65706258,"52.519215,13.4525257",Bersarinplatz
101,1960102,Frankfurter Tor metro station,u-bahn,E,Q568627,"52.515833333333,13.454166666667",Bersarinstr. (Frankfurter Tor)
102,1960103,Betriebsbahnhof Rummelsburg station,s-bahn,KBS 102,Q829009,"52.4939,13.4978",Betriebsbahnhof Rummelsburg
103,1960104,Berlin-Johannisthal railway station,s-bahn,"KBS 103,KBS 100a",Q4526101,"52.44676,13.52391",Betriebsbahnhof Schöneweide
104,1960105,Berlin Beusselstraße station,s-bahn,"KBS 100,KBS 103a,KBS 100c",Q323219,"52.534444444444,13.329166666667",Beusselstr.
105,1960106,Bezirksamt,bus,A63,,"52.54146443211212, 13.200850156157355",Bezirksamt
106,1960107,Bhf. Bellevue,bus,A66,,"52.52009880656925, 13.34717428282986",Bhf. Bellevue
107,1960108,Bhf. Beusselstrasse,strassenbahn,3,,"52.53430684410127, 13.32833762655072",Bhf. Beusselstrasse
108,1960109,Bhf. Botanischer Garten,strassenbahn,"78,77",,"52.44730098506532, 13.3083006582632",Bhf. Botanischer Garten
109,1960110,Bhf. Buckower Chaussee,bus,A52,,"52.41109589500145, 13.382466497921738",Bhf. Buckower Chaussee
110,1960111,Bhf. Eichbornstrasse,bus,"A15,A21",,"52.57760143817809, 13.31554154716",Bhf. Eichbornstrasse
111,1960112,Bhf. Eichwalde,bus (Umlandlinie),Schmöckwitz<>Eichwalde (VEB Kraftverkehr Schöneiche-Rüdersdorf),,"52.371950560017005, 13.614447144096058",Bhf. Eichwalde
112,1960113,Bhf. Feuerbachstrasse,bus,A2,,"52.46385037171255, 13.332255352360685",Bhf. Feuerbachstrasse
113,1960114,Bhf. Friedrichstrasse,bus,"A57,A9",,"52.5205606637086, 13.388231915342985",Bhf. Friedrichstrasse
114,1960115,Bhf. Frohnau,bus,"A15,A12,A12S",,"52.63311782571585, 13.28947655939645",Bhf. Frohnau
115,1960116,Bhf. Gesundbrunnen,bus,"A61,A71",,"52.548738600413905, 13.387745851632966",Bhf. Gesundbrunnen
116,1960117,Bhf. Gesundbrunnen,strassenbahn,25,,"52.54913505997412, 13.38715173368261",Bhf. Gesundbrunnen
117,1960118,Bhf. Groß Ziethen,bus,AZ,,"52.39427199849872, 13.442667394442617",Bhf. Groß Ziethen
118,1960119,"Bhf. Grunewald, Karmielplatz",bus,A17,,"52.488010147803465, 13.26315524644143",Bhf. Grunewald
119,1960120,S-Bahnhof Grünau (tram stop),strassenbahn,86,Q62470512,"52.413493,13.5746802",Bhf. Grünau
120,1960121,Bhf. Halensee,bus,"A29,A66,A19,A10,A4,A69",,"52.496865585452014, 13.289557340809273",Bhf. Halensee
121,1960122,Bhf. Heerstrasse,strassenbahn,"75,76",,"52.50857975740797, 13.258353900023156",Bhf. Heerstrasse
122,1960123,Bhf. Heiligensee,bus,A14,,"52.625151238346696, 13.229659068045944",Bhf. Heiligensee
123,1960124,Bhf. Hermannstrasse,strassenbahn,27,,"52.4676866643192, 13.431210901516543",Bhf. Hermannstrasse
124,1960125,Bhf. Hermsdorf,bus,A15,,"52.61953939324446, 13.30416069232153",Bhf. Hermsdorf
125,1960126,Bhf. Hohenzollerndamm,bus,"A65,AS3,A50,A21",,"52.48832716566947, 13.301436926268025",Bhf. Hohenzollerndamm
126,1960127,Bhf. JannowitzBrücke,strassenbahn,11,,"52.51478599600389, 13.418056238742702",Bhf. JannowitzBrücke
127,1960128,Bhf. Jungfernheide,bus,"A62,A65,A21",,"52.530138785889896, 13.296018817180764",Bhf. Jungfernheide
128,1960129,Bhf. Jungfernheide,strassenbahn,"55,35",,"52.53103413649224, 13.300559481238167",Bhf. Jungfernheide
129,1960130,Bhf. Lichtenberg,bus,"O30,O37",,"52.5112875601879, 13.499591119128855",Bhf. Lichtenberg
130,1960131,S+U Lichtenberg/Siegfriedstraße,strassenbahn,"69,69E",Q66013733,"52.5123603,13.4977547",Bhf. Lichtenberg
131,1960132,Bhf. Lichtenrade,strassenbahn,99,,"52.38669305818232, 13.39694576786419",Bhf. Lichtenrade
132,1960133,Bhf. Lichterfelde-Ost,bus,A11,,"52.42911680950547, 13.329847267881705",Bhf. Lichterfelde-Ost
133,1960134,Bhf. Lichterfelde-Ost,strassenbahn,"96,73",,"52.4289149405705, 13.329002919186095",Bhf. Lichterfelde-Ost
134,1960135,Bhf. Lichterfelde-West,bus,A11,,"52.44397675869793, 13.295628699942629",Bhf. Lichterfelde-West
135,1960136,Bhf. Lichterfelde-West,strassenbahn,"78,77",,"52.442695165817675, 13.297046489476738",Bhf. Lichterfelde-West
136,1960137,Bhf. Lindenthaler Allee Ecke Potsdamer Chaussee,bus,A3,,"52.43102570943782, 13.229881678326638",Bhf. Lindenthaler Allee
137,1960138,Bhf. Mariendorf (Attilastrasse),bus,A33,,"52.446757741789085, 13.360550212856184",Bhf. Mariendorf
138,1960139,Bhf. Mariendorf,strassenbahn,96,,"52.447078310256, 13.361439800164863",Bhf. Mariendorf
139,1960140,Bhf. Marienfelde,bus,A32,,"52.42342246533686, 13.374664175181172",Bhf. Marienfelde
140,1960141,Bhf. Marienfelde,strassenbahn,15,,"52.42613307832105, 13.375057660174704",Bhf. Marienfelde
141,1960142,Bhf. Neukölln,strassenbahn,6,,"52.469429556071695, 13.441761396090287",Bhf. Neukölln
142,1960143,Bhf. Nikolassee,bus,A3,,"52.43378197004219, 13.193152057415048",Bhf. Nikolassee
143,1960144,Bhf. Oberspree,strassenbahn,92,,"52.4528394661769, 13.537375168003551",Bhf. Oberspree
144,1960145,Bhf. Papestrasse,strassenbahn,"60,6",,"52.474088737380455, 13.363804736501839",Bhf. Papestrasse
145,1960146,Bhf. PutlitzStrasse,bus,A16,,"52.53620612444645, 13.34371268088147",Bhf. PutlitzStrasse
146,1960147,Rosenthal Nord,strassenbahn,22,Q65364041,"52.598664,13.3726652",Bhf. Rosenthal
147,1960148,Bhf. Schöneberg,bus,A65,,"52.47998202930639, 13.352548515779949",Bhf. Sch neberg
148,1960149,Bhf. Schulzendorf,bus,A14,,"52.61386001623567, 13.245879660333635",Bhf. Schulzendorf
149,1960150,"Bhf. Schöneweide, Sterndamm",bus,A47,,"52.45374952013775, 13.510200397684477",Bhf. Schöneweide
150,1960151,Bhf. Schöneweide,strassenbahn,"69,69E,92,87",,"52.45640818289644, 13.509916574756422",Bhf. Schöneweide
151,1960152,Bhf. Sonnenallee,bus,A67,,"52.473861610807525, 13.455874121666916",Bhf. Sonnenallee
152,1960153,Bhf. Sonnenallee,strassenbahn,"95,15",,"52.47414312526527, 13.455499525035636",Bhf. Sonnenallee
153,1960154,Bhf. Spandau-West,bus,"A5,A63",,"52.53497194201396, 13.198460334945361",Bhf. Spandau-West
154,1960155,S+U Frankfurter Allee,strassenbahn,3,Q65948557,"52.5138037,13.4773772",Bhf. Stalineallee
155,1960156,Bhf. Steglitz,bus,"A68,A33",,"52.4567389564548, 13.32114701824465",Bhf. Steglitz
156,1960157,Bhf. Steglitz,strassenbahn,44,,"52.45628485348418, 13.322383851748043",Bhf. Steglitz
157,1960158,Bhf. Südende,bus,A33,,"52.44906892859584, 13.354097834514832",Bhf. Südende
158,1960159,Bhf. Teltowkanal,strassenbahn,26,,"52.45739188437929, 13.412438576146661",Bhf. Teltowkanal
159,1960160,Bhf. Tempelhof,bus,A65,,"52.47084694496318, 13.385638120230526",Bhf. Tempelhof
160,1960161,Bhf. Waidmannslust,bus,A20,,"52.60711750606285, 13.32022370793147",Bhf. Waidmannslust
161,1960162,Bhf. Wannsee,bus,"A3,A6,A51",,"52.42151302311533, 13.17810256503659",Bhf. Wannsee
162,1960163,S Warschauer Straße,strassenbahn,"3,4",Q65706190,"52.5080429,13.4505973",Bhf. Warschauer Brücke
163,1960164,Bhf. Wedding,bus,A70,,"52.544296601785504, 13.369913083294957",Bhf. Wedding
164,1960165,Bhf. Westend,bus,A65,,"52.51866044969405, 13.28427669582671",Bhf. Westend
165,1960166,Bhf. Wilhelmsruh,bus,A71,,"52.58102921945559, 13.363635067647111",Bhf. Wilhelmsruh
166,1960167,Bhf. Wilhelmsruh,strassenbahn,35,,"52.581085096062374, 13.3634387891469",Bhf. Wilhelmsruh
167,1960168,Bhf. Wittenau,bus,A15,,"52.59721246906266, 13.332631469768408",Bhf. Wittenau
168,1960169,Bhf. Wollankstrasse,bus,A70,,"52.56453849178735, 13.393420272477442",Bhf. Wollankstrasse
169,1960170,Bhf. Yorckstrasse,bus,A19,,"52.49297747613118, 13.369530914840707",Bhf. Yorckstrasse
170,1960171,Bhf. Yorckstrasse,strassenbahn,2,,"52.49299429081086, 13.369189318291125",Bhf. Yorckstrasse
171,1960172,Bhf. Zehlendorf,bus,"A1,A53",,"52.43121177777893, 13.259164408129196",Bhf. Zehlendorf
172,1960173,Bhf. Zoo,bus,"AS1,A62,AS3,A25,AS2,A2",,"52.506232782829265, 13.332362081097921",Bhf. Zoo
173,1960174,Bhf. Zoo,strassenbahn,"6,25,78,2,77,54,55,53",,"52.50719345524868, 13.332629878993917",Bhf. Zoo
174,1960175,"Bhf. Zoo, Kantstrasse",strassenbahn,75,,"52.50540350310839, 13.330367559360592","Bhf. Zoo, Kantstrasse"
175,1960176,Berlin-Biesdorf station,s-bahn,KBS 101,Q4892357,"52.5131,13.5554",Biesdorf
176,1960177,Birkbuschstrasse,strassenbahn,44,,"52.442435762081416, 13.332071963933217",Birkbuschstrasse
177,1960178,Birkenwerder station,s-bahn,KBS 104,Q2343634,"52.6885,13.2888",Birkenwerder
178,1960179,Morgensternstrasse Ecke Königsberger Strasse,bus,A17,,"52.42810525201655, 13.325401344478106",BismarckStrasse
179,1960180,Bismarckplatz,bus,"A66,A69,A29",,"52.492064537089135, 13.28493897027407",Bismarckplatz
180,1960181,Björnsonstraße,strassenbahn,3,Q65920495,"52.5544232,13.4030585",Bj rnsonstrasse
181,1960182,Berlin-Blankenburg station,s-bahn,"KBS 106,KBS 100b",Q800469,"52.5915,13.4435",Blankenburg
182,1960183,"Blankenburg, Bahnhofstrasse Ecke Heinersdorfer Strasse",bus,A42,,"52.591380472079955, 13.453512267562314","Blankenburg, Bahnhofstrasse"
183,1960184,Blankenburger Weiche,strassenbahn,49,,"52.59393771117341, 13.432128114084042",Blankenburger Weiche
184,1960185,S-Bahnhof Blankenfelde,s-bahn,KBS 105,Q111311372,"52.3376,13.4158",Blankenfelde
185,1960186,"Blankenfelde, Hauptstrasse",bus,A7,,"52.63002534735451, 13.38262328371393","Blankenfelde, Hauptstrasse"
186,1960187,Bleibtreustrasse Ecke Kurfürstendamm,bus,A69,,"52.50162717169989, 13.319466346593028",Bleibtreustrasse
187,1960188,Köpenicker Chaussee/Blockdammweg,strassenbahn,82,Q66085176,"52.4832902,13.5016748",Blockdammweg Ecke Köpenicker Chaussee
188,1960189,Blumenstrasse/Schicklerstrasse,strassenbahn,82,,"52.5165758248604, 13.418211869015078",Blumenstrasse/Schicklerstrasse
189,1960190,Blücherplatz Ecke Blücherstrasse,strassenbahn,95,,"52.49594433158441, 13.390772806521472",Blöcherplatz
190,1960191,Boddinstraße,u-bahn,D,Q819495,"52.48,13.425277777778",Boddinstr.
191,1960192,"Bohnsdorf, Kirche",bus,AD/36,,"52.39948771402893, 13.555574431978044","Bohnsdorf, Kirche"
192,1960193,"Bohnsdorf, Waldstrasse",bus,A38,,"52.389397192754984, 13.570666562153916","Bohnsdorf, Waldstrasse"
193,1960194,Borgsdorf station,s-bahn,KBS 104,Q4093486,"52.7155,13.2764",Borgsdorf
194,1960195,Berlin Bornholmer Straße station,s-bahn,"KBS 105,KBS 106,KBS 104",Q32662318,"52.554287,13.397985",Bornholmer Str.
195,1960196,Borsigwalder Weg Ecke Conradstrasse,bus,A15,,"52.58482847787268, 13.29793542584195",Borsigwalder Weg
196,1960197,Borsigwerke,u-bahn,"C II,C I",Q525185,"52.5819,13.2907",Borsigwerke
197,1960198,Bosestrasse,strassenbahn,60,,"52.46316918099263, 13.369979739293505",Bosestrasse
198,1960199,"Botanischer Garten, Ecke Königin-Luise-Strasse",bus,"A68,A1",,"52.458598799471524, 13.303436055459807",Botanischer Garten
199,1960200,Berlin Botanischer Garten station,s-bahn,KBS 104,Q800498,"52.44806,13.30722",Botanischer Garten
200,1960201,Boxhagener Strasse,strassenbahn,3,,"52.50705770251508, 13.468302201729777",Boxhagener Strasse
201,1960202,Brabanter Platz,bus,A60,,"52.48200661448961, 13.316219175470072",Brabanter Platz
202,1960203,"Brandenburger Tor, John-Foster-Dulles-Allee",bus,A69,,"52.51776764730101, 13.370281416321609",Brandenburger Tor
203,1960204,"Bölschestraße, Brauerei",strassenbahn,84,,"52.44699265840037, 13.624251999339991",Brauerei
204,1960205,Breitenbachplatz,bus,"A32,A1,A16",,"52.467219717443385, 13.309473490660878",Breitenbachplatz
205,1960206,Breitenbachplatz metro station,u-bahn,"B II,A II",Q571339,"52.466388888889,13.308055555556",Breitenbachplatz
206,1960207,Breitscheidplatz,bus,"A60,A29,A66,A19,A69",,"52.504438063129996, 13.33564615707506",Breitscheidplatz
207,1960208,Bristolstrasse Ecke Barfusstrasse,bus,A12,,"52.558311542070335, 13.351189355013176",Bristolstrasse
208,1960209,Britzer Damm,strassenbahn,6,,"52.45263649686008, 13.438488977108278",Britzer Damm
209,1960210,Britzer Strasse Ecke Schnellerstrasse,strassenbahn,92,,"52.45407075126685, 13.51932686914549",Britzer Strasse
210,1960211,Brixplatz,bus,A4,,"52.51907944117457, 13.25699370576959",Brixplatz
211,1960212,Brunnenstraße/Invalidenstraße,strassenbahn,"11,1",Q65691740,"52.5324542,13.3974236",Brunnen Ecke Invalidenstrasse
212,1960213,Brunnenstraße/Invalidenstraße,strassenbahn,"70,46E,46",Q65691740,"52.5324542,13.3974236",Brunnenstrasse
213,1960214,Brunnenplatz,bus,A70,,"52.549541217271994, 13.376971008597554",Brunneplatz
214,1960215,Brunsbütteler Damm Ecke Klosterstrasse,bus,A31,,"52.53297092580436, 13.19828647148509",Brunsb tteler Damm
215,1960216,Berlin-Buch station,s-bahn,KBS 106,Q4892359,"52.6359,13.4917",Buch
216,1960217,"Buch, Zepernicker Strasse",bus,A42,,"52.64161725444106, 13.515575706154056","Buch, Zepernicker Strasse"
217,1960218,"Buchholz, Hauptstrasse",strassenbahn,49,,"52.619072064369824, 13.393383358408967","Buchholz, Hauptstrasse"
218,1960219,Buckower Chaussee station,s-bahn,KBS 105,Q800499,"52.4103,13.3829",Buckower Ch.
219,1960220,Buckower Chaussee Ecke Mariendorfer Damm,bus,AS2,,"52.414558044256225, 13.401161035852658",Buckower Chaussee
220,1960221,Buckower Damm Ecke Alt-Buckow,bus,A52,,"52.42368329841466, 13.436638725763267",Buckower Damm
221,1960222,Buckower Friedhof,bus,A52,,"52.42151537347778, 13.43036950960343",Buckower Friedhof
222,1960223,Bulgarische Strasse Ecke Köpenicker Landstrasse,strassenbahn,92,,"52.48142358933512, 13.473067363351124",Bulgarische Strasse
223,1960224,Bundesplatz,bus,"A16,A65,A25,AS2,A2",,"52.478678991134835, 13.32860278411238",Bundesplatz
224,1960225,Bundesplatz,strassenbahn,"44,77,78",,"52.4777799057296, 13.328566193541166",Bundesplatz
225,1960226,Buschallee,strassenbahn,70,Q65546661,"52.5537598,13.4691966",Buschallee Ecke Klement-Gottwald-Allee
