,stop_id,stop_name,type,in_lines,location,identifier
876,1961876,Pfaueninsel-Chaussee Ecke Königstrasse,bus,A3,"52.41888024334639, 13.152988428835997",
877,1961877,Pichelsberg,s-bahn,KBS 101,"52.5103,13.2271",Q800488
878,1961878,Pichelsdorfer Strasse,strassenbahn,"75,76","52.51307046642958, 13.196871153391022",
879,1961879,Klosterstraße Ecke Seeburger Straße,bus,A13,"52.529157516749336, 13.19558509974695",
880,1961880,Pistoriusstrasse Ecke Klement-Gottwald-Allee,bus,A45,"52.55009435565474, 13.45900710843341",
881,1961881,Platz der Luftbrücke,bus,"A77,A76","52.48500811314645, 13.385984513056924",
882,1961882,Platz vor dem Neuen Tor,bus,A9,"52.52921245715711, 13.378513556812177",
883,1961883,Plänterwald,s-bahn,"KBS 103,KBS 103a","52.4786,13.4733",Q7205917
884,1961884,Plänterwald,s-bahn,KBS 106,"52.4786,13.4733",Q7205917
885,1961885,Podbielskiallee,u-bahn,"A II,B II","52.464444444444,13.296388888889",Q571324
886,1961886,Post,bus,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.47029587176764, 13.786537970773646",
887,1961887,Postamt,bus,A60,"52.48905066177084, 13.322770368720937",
888,1961888,Potsdam,s-bahn,KBS 102,"52.3917,13.0667",Q647973
889,1961889,"Potsdam, Bassinplatz",bus,"S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)","52.40184658729142, 13.05866306072075",
890,1961890,Potsdamer Platz,strassenbahn,"73,74","52.50948236131137, 13.375988156399634",
891,1961891,Potsdamer Strasse ; Potsdamer Strasse Ecke Clayallee ; Potsdamer Strasse Ecke Fischerhüttenstrasse ; Potsdamer Strasse Ecke Bülowstrasse,bus,"A29,A24 ; A1,A18 ; A53 ; A19","52.50310985391171, 13.365680511254423 ; 52.43504800046437, 13.260425575475969 ; 52.43581242860363, 13.256098874509126 ; 52.497900834061184, 13.362004472211375  ",
892,1961892,Potsdamer Strasse Ecke Fischerhüttenstrasse,bus,A48,"52.4357751453625, 13.256027995378796",
893,1961893,Potsdamer Strasse Ecke Pallasstrasse,strassenbahn,3,"52.49437098285493, 13.361060066548905",
894,1961894,Prager Platz,bus,A50,"52.49294694854429, 13.332964219632272",
895,1961895,Prenzlauer Allee,s-bahn,KBS 106,"52.544775,13.426116",Q32661483
896,1961896,Prenzlauer Allee,strassenbahn,"13,4","52.5396522,13.4244789",Q65222180
897,1961897,Prenzlauer Allee Ecke Wisbyer Strasse,strassenbahn,71,"52.551183836372815, 13.43013561837268",
898,1961898,Prenzlauer Promenade (Spitze),bus,A56,"52.5516751737526, 13.430326005865055",
899,1961899,Prenzlauer Promenade,strassenbahn,"72,3,70","52.55155536618067, 13.43032253030515",
900,1961900,Prenzlauer Promenade (Spitze),bus,A42,"52.55169017006126, 13.430288457592285",
901,1961901,Prenzlauer Promenade Ecke Granitzstrasse,bus,A55,"52.572092016203484, 13.42875772052513",
902,1961902,Prenzlauer Promenade Ecke Kissingenstrasse,bus,A45,"52.56795804833996, 13.427734373319213",
903,1961903,Prenzlauer Tor,bus,O40,"52.52709114016772, 13.415809370320808",
904,1961904,Prenzlauer Tor,strassenbahn,71,"52.52709114016772, 13.415809370320808",
905,1961905,Priesterweg,s-bahn,"KBS 105,KBS 106","52.4601,13.3563",Q800508
906,1961906,Prinzenallee Ecke Badstrasse,bus,A64,"52.552305008833024, 13.381468211411605",
907,1961907,Prinzenallee/Soldiner Strasse,bus,A71,"52.55871759464676, 13.386248511741826",
908,1961908,Prinzenstr.,u-bahn,"B II,B I","52.498333333333,13.406111111111",Q689797
909,1961909,Prinzenstrasse,u-bahn,A II,"52.498333333333,13.406111111111",Q689797
910,1961910,Proskauer Ecke Dolziger Strasse,bus,O30,"52.519874079766325, 13.463289228834057",
911,1961911,Provinzstrasse/Pankower Allee,bus,A71,"52.56468777207285, 13.378063096396454",
912,1961912,Putlitzstr.,s-bahn,KBS 100,"52.536,13.344",Q465972
913,1961913,Päwesiner Weg Ecke Seeburgerstrasse,bus,A13,"52.526347644869524, 13.181851254649866",
914,1961914,Quantzstrasse,bus,A18,"52.423135671729796, 13.202253537880683",
915,1961915,Quellweg,strassenbahn,55,"52.53666578461771, 13.268432707290442",
916,1961916,Quellweg Ecke Nonnendamm Allee,bus,A72,"52.53669973748767, 13.268424095389383",
917,1961917,Radelandstrasse,bus,A63,"52.55650975276803, 13.188691756681173",
918,1961918,Rahnsdorf,s-bahn,KBS 102,"52.4516372,13.6899776",Q800489
919,1961919,Rahnsdorf,strassenbahn,87,"52.443531694444445,13.685038",Q66361311
920,1961920,Ramlerstrasse,bus,A71,"52.547125761071456, 13.389174502621508",
921,1961921,Ramlerstrasse Ecke Brunnenstrasse,bus,A64,"52.54710869917004, 13.38914653586651",
922,1961922,Rangsdorf,s-bahn,KBS 105,"52.294444,13.430278",Q801345
923,1961923,"Rankeplatz, Bundeshaus",bus,AS2,"52.4977881279831, 13.330731790169496",
924,1961924,Rankeplatz/Bundeshaus,bus,AS3,"52.497826190133736, 13.330710978777121",
925,1961925,Rennbahn,bus,A76,"52.431519887104706, 13.391508229384012",
926,1961926,Rathaus Lichtenberg,strassenbahn,3,"52.5156658,13.4788562",Q65948511
927,1961927,Rathaus Mahlsdorf,strassenbahn,83,"52.498612959213915, 13.613308788396854",
928,1961928,Rathaus Mariendorf,bus,A33,"52.44527453682428, 13.379492384246559",
929,1961929,Rathaus Neukölln,strassenbahn,"47,26","52.48159489526684, 13.434274903483136",
930,1961930,Rathaus Neukölln,u-bahn,C I,"52.481666666667,13.434166666667",Q628770
931,1961931,Rathaus Sch neberg,bus,A16,"52.48515473887597, 13.345086596743203",
932,1961932,Rathaus Schöneberg,bus,"A4,A73,A74","52.48515473887597, 13.345086596743203",
933,1961933,Rathaus Schöneberg,strassenbahn,"60,2","52.48509787554474, 13.345072009289709",
934,1961934,Rathaus Schöneberg,u-bahn,B III,"52.483116666667,13.341930555556",Q570926
935,1961935,Rathaus Spandau,bus,"A35,A5,AS1,A34,A13,A31,A63","52.534578361518356, 13.199490942441287",
936,1961936,Rathaus Spandau,strassenbahn,"55,75,76","52.53488081670858, 13.199058849732252",
937,1961937,Rathaus Steglitz,bus,"A32,A48,A17,A68","52.45563377647203, 13.321050784344678",
938,1961938,Rathaus Steglitz,strassenbahn,"73,77,78,74","52.45691682931275, 13.320745348424166",
939,1961939,Rathaus Tempelhof,bus,A77,"52.46300094221747, 13.385342238118488",
940,1961940,Rathaus Tiergarten,bus,A70,"52.52649085974541, 13.338358982634196",
941,1961941,Rathaus Wannsee,bus,"A3,A6,A18","52.418440129670444, 13.148872492834737",
942,1961942,Rathaus Zehlendorf,bus,"A3,A66,AS3","52.433207520111885, 13.259531923613192",
943,1961943,Rathenauplatz,bus,A65,"52.49561134930413, 13.286573746568635",
944,1961944,Rathenower Strasse,bus,A70 ; A24,"52.52677998083022, 13.355183467556872 ; 52.52673250798154, 13.355275614926985",
945,1961945,Rathenower Strasse Ecke Perleberger Strasse,bus,A72,"52.53252487206442, 13.350617083748922",
946,1961946,Rathenower Strasse Ecke Perleberger Strasse,strassenbahn,2,"52.53249876618244, 13.35053125306095",
947,1961947,Rehberge,u-bahn,C I,"52.5567,13.3412",Q253850
948,1961948,Reichenberger Strasse,strassenbahn,26,"52.495535248263636, 13.430362951622532",
949,1961949,Reichskanzlerplatz,bus,A4,"52.50929184084697, 13.27265693784035",
950,1961950,Reichskanzlerplatz,strassenbahn,"75,76","52.5089140766086, 13.272251406623242",
951,1961951,Reichskanzlerplatz,u-bahn,"A I,B I","52.509722222222,13.273055555556",Q657857
952,1961952,Reichssportfeldstrasse,strassenbahn,"75,76","52.507514731015824, 13.242086696344282",
953,1961953,Reifenwerk,bus,Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),"52.37807918338377, 13.64006281458021",
954,1961954,Reinickendorf,s-bahn,KBS 105,"52.5779,13.3506",Q800496
955,1961955,Reinickendorfer Str.,u-bahn,C I,"52.539911111111,13.370377777778",Q559249
956,1961956,Reinickendorfer Strasse Ecke Schulstrasse,bus,A64,"52.55154134842798, 13.367385622374945",
957,1961957,Rembrandtstrasse,strassenbahn,66,"52.47116466720471, 13.343688369656276",
958,1961958,Rennbahnstrasse Ecke Gustav-Adolf-Strasse,bus,A56,"52.56218648050474, 13.454267038723398",
959,1961959,Reuchlinstrasse,bus,A70,"52.5278079827492, 13.324842775070394",
960,1961960,Reuterstrasse,bus,A67,"52.48654240757135, 13.428977740572138",
961,1961961,Richard-Wagner-Platz,bus,A62,"52.517490990443804, 13.306397097578404",
962,1961962,Richard-Wagner-Platz,strassenbahn,"53,55,54","52.517570616857, 13.306248118529135",
963,1961963,Richard-Wagner-Platz,u-bahn,A III,"52.5175,13.306388888889",Q662201
964,1961964,Richardstrasse,strassenbahn,15,"52.47097391592754, 13.446301038467002",
965,1961965,Richtershorn,strassenbahn,86,"52.40105,13.6248473",Q66481215
966,1961966,Ridbacher Strasse,bus,A49,"52.527457204488485, 13.606447755554132",
967,1961967,Ringstrasse,bus,A11,"52.439772810020266, 13.300175076283422",
968,1961968,Rittberg-Krankenhaus,strassenbahn,"77,78","52.42987951650218, 13.288961460110901",
969,1961969,Ritterlandweg,bus,A71,"52.56036399935592, 13.36907949823327",
970,1961970,Robert-Koch-Platz,bus,"O40,A57","52.527570508835595, 13.37877230286134",
971,1961971,Roederplatz,bus,O30,"52.52671388514014, 13.479662353432392",
972,1961972,Roederplatz,strassenbahn,3,"52.5266001,13.479068",Q65685373
973,1961973,Rohdestrasse Ecke Germaniastrasse,bus,A73,"52.4620458336563, 13.404444184357315",
974,1961974,Roseneck,bus,"A19,A50,A29,AS3","52.47580089902253, 13.282411270445099",
975,1961975,"Roseneck, Hundekehl",bus,A60,"52.47640250997692, 13.281611267179592",
976,1961976,Rosenecke,bus,A17,"52.47578489322442, 13.282306517997712",
977,1961977,Rosenthaler Platz,bus,O40,"52.5296729549826, 13.401428926082492",
978,1961978,Rosenthaler Platz,strassenbahn,"22,11,1","52.5301769,13.4016121",Q65093945
979,1961979,Rosenthaler Platz,strassenbahn,49,"52.5301769,13.4016121",Q65093945
980,1961980,Rudower Strasse,bus,A52,"52.43428237477314, 13.469124205215895",
981,1961981,Ruhleben,u-bahn,B I,"52.525555555556,13.241388888889",Q656401
982,1961982,Ruhrstrasse,bus,A50,"52.48988277984805, 13.312456459919812",
983,1961983,Rummelsburg,s-bahn,KBS 102,"52.501244,13.478545",Q15107132
984,1961984,Ruppiner Chaussee,bus,A13,"52.59792202028554, 13.275075196373528",
985,1961985,Röntgental,s-bahn,KBS 106,"52.6487,13.5136",Q801386
986,1961986,"Rüdersdorf, Karl-Marx-Platz",bus,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.468598623083736, 13.791633300477105",
987,1961987,"Rüdersdorf, Thälmannstrasse",bus,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.474663106849825, 13.77362632033625",
988,1961988,Rüdesheimer Platz,u-bahn,"A II,B II","52.473333333333,13.314444444444",Q167147
989,1961989,Rügener Strasse,bus,"A61,A71,A14","52.544791277773946, 13.391067616355128",
990,1961990,S-Bhf. Adlershof,strassenbahn,84,"52.435251,13.5408489",Q66363728
991,1961991,S-Bhf. Alexanderplatz,bus,"O30,A57,A9","52.52074877770386, 13.412147230655155",
992,1961992,S-Bhf. Baumschulenweg,bus,A47,"52.4674967534767, 13.489379882069517",
993,1961993,S-Bhf. Baumschulenweg,strassenbahn,"95,95P","52.467425320387854, 13.489303343986984",
994,1961994,S-Bhf. Biesdorf,bus,O37,"52.513432593832405, 13.555387279249894",
995,1961995,S-Bhf. Friedrichsfelde-Ost,bus,A43,"52.51324537165634, 13.524030584354616",
996,1961996,S-Bhf. Friedrichshagen,bus,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.45731046148184, 13.625536519339297",
997,1961997,S-Bhf. Friedrichshagen,strassenbahn,"84,87","52.4564126,13.6253656",Q66360784
998,1961998,S-Bhf. Greifswalder Strasse,strassenbahn,"74E,74","52.5407234,13.4382904",Q65548932
999,1961999,S-Bhf. Grünau,bus,"AD/36,A38,AZ,S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)","52.41361515857581, 13.573796290663196",
1000,19611000,S-Bhf. Grünau,strassenbahn,86,"52.413493,13.5746802",Q62470512
1001,19611001,S-Bhf. Jannowitzbrücke,strassenbahn,"64,11,82","52.51478599600389, 13.418056238742702",
1002,19611002,S-Bhf. Karlshorst,strassenbahn,69,"52.481331,13.5254433",Q65952829
1003,19611003,"S-Bhf. Kaulsdorf, Planitzstrasse",bus,A27,"52.51113864301491, 13.58755467300039",
1004,19611004,S-Bhf. Köpenick,bus,A27,"52.45882190200453, 13.579564677172508",
1005,19611005,S-Bhf. Köpenick,strassenbahn,"83,86,82","52.4582153,13.5790435",Q66370784
1006,19611006,S-Bhf. Mahlsdorf,bus,"A44,A44E","52.51234908870327, 13.61221793610957",
1007,19611007,S-Bhf. Mahlsdorf,strassenbahn,83,"52.51221826761895, 13.612190748726157",
1008,19611008,S-Bhf. Ostkreuz,strassenbahn,82,"52.50243021718411, 13.469020052690205",
1009,19611009,S-Bhf. Pankow,bus,A55,"52.56742037379333, 13.412250129587665",
1010,19611010,S-Bhf. Pankow,strassenbahn,"46,49,22","52.5675692,13.4121641",Q65055075
1011,19611011,S-Bhf. Pankow-Heinersdorf,strassenbahn,49,"52.577507820515834, 13.427853061920917",
1012,19611012,S-Bhf. Plänterwald,strassenbahn,"92,87","52.479645467025435, 13.47567729609248",
1013,19611013,S-Bhf. Prenzlauer Allee,strassenbahn,"72,71","52.5448075,13.427408",Q65219791
1014,19611014,S-Bhf. Rahnsdorf,bus,"A22,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)","52.451628368326396, 13.691579101298974",
1015,19611015,S-Bhf. Rummelsburg,bus,O30,"52.50179539105723, 13.478028581044718",
1016,19611016,S-Bhf. Schönhauser Allee,strassenbahn,"46,49,22","52.5493619,13.4135734",Q65088013
1017,19611017,S-Bhf. Spindlersfeld,strassenbahn,84,"52.4457311,13.5624298",Q66363397
1018,19611018,"S-Bhf. Tremptower Park, Elsenstrasse",strassenbahn,92,"52.492615970665746, 13.458843309612345",
1019,19611019,S-Bhf. Treptower Park,bus,A47,"52.49403640886682, 13.460762565516704",
1020,19611020,S-Bhf. Wilhelmshagen,bus,A22,"52.43886122089184, 13.721060252199655",
1021,19611021,Saaleckplatz,bus,A17,"52.41629158246214, 13.323941962356194",
1022,19611022,SaarBrücker Strasse,strassenbahn,"72,71","52.5285309565747, 13.417113687314579",
1023,19611023,Saargemünder Strasse,bus,A18,"52.450918082089416, 13.270922488527036",
1024,19611024,Saargemünder Strasse,bus,A11,"52.450918082089416, 13.270922488527036",
1025,19611025,Saatwinkler Damm,bus,A62,"52.54802938567344, 13.300569461587116",
1026,19611026,Sadowastrasse,bus,"A8,A8E","52.482675472271694, 13.584833068425244",
1027,19611027,Samariterstr.,u-bahn,E,"52.514722222222,13.464444444444",Q552891
1028,19611028,Savignyplatz,s-bahn,"KBS 101,KBS 102","52.5051746,13.3190659",Q554382
1029,19611029,"Schäfersee, Pankower Allee",bus,A71,"52.56403098912502, 13.36417150367161",
1030,19611030,Scharfestrasse,bus,A18,"52.43828828643976, 13.262213345971533",
1031,19611031,Scharnhorststrasse,bus,A57,"52.530048717863, 13.374421833191816",
1032,19611032,Scharnhorststrasse Ecke Kieler Strasse,bus,A9,"52.534358722624745, 13.370310836134667",
1033,19611033,Scharnweberstr. (Eichborndamm),u-bahn,C I,"52.566944444444,13.312777777778",Q557586
1034,19611034,Scharnweberstrasse,bus,A21,"52.567891242257375, 13.31193029694028",
1035,19611035,"Schildow, Kirche",bus,A7,"52.63581867397586, 13.377719168374458",
1036,19611036,Schillingstr.,u-bahn,E,"52.520278,13.421667",Q552899
1037,19611037,Schillingstrasse,bus,A61,"52.56595360108564, 13.320255053064429",
1038,19611038,Schlachtensee,bus,A53,"52.440164224898425, 13.214629432022623",
1039,19611039,Schlachtensee,s-bahn,KBS 104,"52.4401,13.2153",Q800509
1040,19611040,Schlesisches Tor,u-bahn,"B II,B I","52.500833333333,13.441666666667",Q602282
1041,19611041,Schloss Glienicke,bus,A6,"52.41321315212787, 13.096214143840962",
1042,19611042,Schloss Ruhwald,bus,AS1,"52.521567840298836, 13.260569641184494",
1043,19611043,Schloss Ruhwald,strassenbahn,"53,54","52.52160139428261, 13.260396465216335",
1044,19611044,SchlossBrücke,bus,A65,"52.52277864874118, 13.300093422040403",
1045,19611045,SchlossStrasse,bus,A32,"52.456909123066914, 13.320715400125325",
1046,19611046,Schlossstrasse,bus,A74,"52.46502319139203, 13.328512641123645",
1047,19611047,Schlossstrasse,strassenbahn,"73,,74,77,78","52.4649279288063, 13.328420834164818",
1048,19611048,"Schlossstrasse, Wilhelm-Schreiber-Platz",bus,AS2,"52.46497175478016, 13.328534991548652",
1049,19611049,Schloßstrasse Ecke Feuerbachstrasse,bus,A2,"52.4631173264433, 13.326724826984016",
1050,19611050,Schmargendorf,s-bahn,KBS 100,"52.479672222222,13.312441666667",Q302810
1051,19611051,Schopenhauer-Strasse Ecke Spanische Allee,bus,A3,"52.433960489825, 13.212025866542618",
1052,19611052,Schulenburgpark,strassenbahn,"15,95","52.466660612786704, 13.470292593214328",
1053,19611053,Schulstrasse Ecke Exerzierstrasse,bus,A64,"52.55396008849384, 13.371500780047201",
1054,19611054,Schulzendorf (b Tegel),s-bahn,KBS 105,"52.6128,13.2462",Q800487
1055,19611055,Schulzendorfer Strasse,bus,A15,"52.61057476279662, 13.295480649416259",
1056,19611056,Schumannstrasse Ecke Luisenstrasse,bus,A57,"52.52350700053633, 13.379478600060418",
1057,19611057,Schwarzer Weg Ecke Sonnenallee,strassenbahn,95,"52.46218348846541, 13.477104416215733",
1058,19611058,Schwedenstrasse Ecke Exerzierstrasse,bus,A64,"52.55376624875929, 13.377160797243135",
1059,19611059,Schwelmer Strasse Ecke Ostpreußendamm,strassenbahn,96,"52.41219656071037, 13.29903796654036",
1060,19611060,Schwiezerhaus,bus,A34,"52.46177834654878, 13.133492629933269",
1061,19611061,Schäferberg,bus,A6,"52.41562661861071, 13.12630868100336",
1062,19611062,Schöneberg,s-bahn,"KBS 104,KBS 100a,KBS 100","52.4794,13.3517",Q543855
1063,19611063,"Schönefeld, Siedlung",bus,"AD/36,AZ","52.38835097546488, 13.564205018328355",
1064,19611064,"Schöneiche, Goethepark",bus,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.470798548586494, 13.68835638892532",
1065,19611065,Schöneweide,s-bahn,"KBS 103,KBS 103a,KBS 100a,KBS 106","52.455,13.509444444444",Q111323931
1066,19611066,Schönhauser Allee,s-bahn,KBS 106,"52.549329,13.413706",Q111264493
1067,19611067,Schönhauser Allee Ecke Bornholmer Strasse,strassenbahn,3,"52.5537705,13.4138898",Q65076842
1068,19611068,Schönhauser Allee,u-bahn,A,"52.549328888889,13.413706111111",Q47014936
1069,19611069,Schönholz,s-bahn,"KBS 105,KBS 106","52.5714,13.3814",Q800490
1070,19611070,Schützallee Ecke Onkel-Tom-Strasse,bus,A66,"52.4406263121593, 13.255177908871318",
1071,19611071,Schüßlerplatz,strassenbahn,84,"52.44553303566032, 13.576935078888754",
1072,19611072,Sebastianfriedhof,bus,A61,"52.571002500013684, 13.336360943589446",
1073,19611073,SedanStrasse,bus,A32,"52.451462388098534, 13.33534176193218",
1074,19611074,Sedanstrasse,bus,A33,"52.45143021733514, 13.335289250392284",
1075,19611075,Seeburger Strasse,strassenbahn,"75,76","52.52919074855153, 13.195613280527734",
1076,19611076,Seegefelder Weg,bus,A63,"52.549813200063646, 13.128679816115987",
1077,19611077,Seelenbinderstrasse,strassenbahn,"83,84,86,82","52.4554632,13.5769303",Q66324934
1078,19611078,Seelenbinderstrasse Ecke Bahnhofstrasse,strassenbahn,87,"52.4554632,13.5769303",Q66324934
1079,19611079,Seestr.,u-bahn,C I,"52.55056,13.35194",Q554391
1080,19611080,Seestrasse Ecke Afrikanische Strasse,bus,A64,"52.54621084537532, 13.34400593216248",
1081,19611081,Seidelstr. (Flughafen Tegel),u-bahn,C I,"52.571111,13.302778",Q557582
1082,19611082,Selchow,bus,"AZ,S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)","52.35758122167604, 13.471955883887944",
1083,19611083,Senefelderplatz,u-bahn,A,"52.53242,13.412743",Q32661454
1084,19611084,Siemensstadt,s-bahn,KBS 100c,"52.53923,13.26365",Q96080453
1085,19611085,Siemensstadt-Fürstenbrunn,s-bahn,KBS 103a,"52.528,13.2695",Q18747940
1086,19611086,Silbersteinstrasse,strassenbahn,"47,26","52.46723844998069, 13.438467144199928",
1087,19611087,Skalitzer Strasse,bus,A75,"52.49920062327321, 13.426780617093764",
1088,19611088,Sonnenallee,s-bahn,KBS 100,"52.473,13.4558",Q481364
1089,19611089,Sonnenallee,strassenbahn,"95P,26","52.46218348846541, 13.477104416215733",
1090,19611090,Erkstrasse Ecke Sonnenallee,bus,A4,"52.481673740100334, 13.440111510727606",
1091,19611091,Sophie-Charlotte-Platz,u-bahn,"A I,B I","52.510833333333,13.296666666667",Q657879
1092,19611092,Sophie-Charlotten-Platz,strassenbahn,60,"52.51092145563256, 13.296262773242288",
1093,19611093,Sophie-Charlotten-Strasse,bus,A18,"52.44594955353092, 13.267788405970709",
1094,19611094,Spandau,s-bahn,"KBS 101,KBS 103a","52.532, 13.2089",Q800491
1095,19611095,Spandau West,s-bahn,"KBS 101,KBS 103a","52.5347,13.1958",Q111325678
1096,19611096,"Spandau, Friedhof",bus,A34,"52.553136286584845, 13.179674445908985",
1097,19611097,"Spandau, Markt",strassenbahn,"53,55,54,76,75","52.53784349532438, 13.204135429364628",
1098,19611098,Spandauer Damm,bus,"A10,A74","52.51838420899177, 13.280076964056246",
1099,19611099,Spandauer Strasse,bus,A31,"52.535940922541684, 13.156793426342295",
1100,19611100,Spichernstr. (Bundesallee),u-bahn,A II,"52.496388888889,13.330555555556",Q667046
1101,19611101,Spichernstrasse Ecke Bundesallee,bus,A2,"52.49638829618181, 13.330865963780257",
1102,19611102,Spindlersfeld,s-bahn,KBS 103a,"52.4472,13.5613",Q4892371
1103,19611103,Spittelmarkt,strassenbahn,"64,72,74E,74","52.511243321361405, 13.40494539543245",
1104,19611104,Spittelmarkt,u-bahn,A,"52.511111111111,13.403611111111",Q569489
1105,19611105,Spreewaldplatz,bus,A75,"52.49746662927152, 13.43173832995115",
1106,19611106,Spreewaldplatz,strassenbahn,"27,26","52.49792227545992, 13.430617008810609",
1107,19611107,St lpchensee,bus,A18,"52.409430239790396, 13.14381794619846",
1108,19611108,Staakener Strasse,bus,A63,"52.536487084911975, 13.190823566060091",
1109,19611109,Stadion Buschallee,strassenbahn,70,"52.5566718,13.4869834",Q65504715
1110,19611110,Stadion Lichterfelde,bus,A17,"52.43867922703144, 13.325050443019501",
1111,19611111,Stadtmitte,u-bahn,A,"52.5122,13.3894",Q660066
1112,19611112,Stadtpark,bus,A17,"52.44890555557147, 13.338827669086982",
1113,19611113,Stadtrandstrasse,bus,A5,"52.553426999619965, 13.153585430700852",
1114,19611114,Stalinallee,bus,O40,"52.51715128685504, 13.440640767102789",
1115,19611115,Stalinallee,s-bahn,"KBS 103a,KBS 106","52.514166666667,13.474722222222",Q111250033
1116,19611116,Stalinallee (Ringbahn),u-bahn,E,"52.514166666667,13.474722222222",Q552872
1117,19611117,Stegerwaldstrasse,bus,A32,"52.42073935358918, 13.369265336797783",
1118,19611118,Steglitz,s-bahn,KBS 104,"52.4562,13.3216",Q111264179
1119,19611119,Steglitzer Damm Ecke Halske Strasse,bus,A2,"52.45003047744661, 13.346670686507988",
1120,19611120,Sterndamm,bus,A47,"52.44658674940087, 13.506534865142585",
1121,19611121,Steuerhaus,bus,O37,"52.530493,13.4614989",
1122,19611122,Steuerhaus,strassenbahn,"64,63","52.530493,13.4614989",Q65553632
1123,19611123,StindeStrasse,bus,A32,"52.44812122178611, 13.340103869265922",
1124,19611124,Stralauer Allee Ecke Markgrafendamm,strassenbahn,82,"52.49740745019046, 13.46463650693144",
1125,19611125,Strasse 393,bus,A63,"52.54346134229288, 13.156333109553433",
1126,19611126,Strasse 78,bus,A42,"52.614646041574915, 13.484873269723556",
1127,19611127,Strasse nach Staatwinkel,bus,A13,"52.561964827739885, 13.254588036270711",
1128,19611128,Strasse nach Wartenberg,bus,A46,"52.56866269126953, 13.520582099858125",
1129,19611129,Strausberg,s-bahn,"KBS 101,KBS 101c","52.531933,13.836933",Q7622326
1130,19611130,Strausberg Nord,s-bahn,KBS 101c,"52.5902,13.9084",Q7622324
1131,19611131,Strausberg Stadt,s-bahn,KBS 101c,"52.5766,13.8878",Q7622325
1132,19611132,Strausberger Platz,bus,Flughafen Schönefeld <> Strausberger Platz,"52.51805139047903, 13.431938093018077",
1133,19611133,Strausberger Platz,u-bahn,E,"52.518055555556,13.430833333333",Q570999
1134,19611134,Stresowplatz,bus,"A5,A31","52.53362877636616, 13.206781830760963",
1135,19611135,StromStrasse,bus,A24,"52.52632226250912, 13.34326443872038",
1136,19611136,Stromstrasse,bus,A70,"52.52631690374401, 13.343146315837002",
1137,19611137,Stromstrasse Ecke Alt-Moabit,strassenbahn,2,"52.525423127112404, 13.34283986840417",
1138,19611138,Stubenrauchstrasse,strassenbahn,47,"52.42422390261997, 13.485461375958135",
1139,19611139,Stuttgarter Platz,bus,"A74,A21","52.50551610729052, 13.302923303561508",
1140,19611140,Stuttgarter Platz,strassenbahn,60,"52.50566810519856, 13.306864497506904",
1141,19611141,Städtische Frauenklinik,strassenbahn,26,"52.463656969889136, 13.424616755091188",
1142,19611142,"Stölpchensee, Wilhelmplatz",bus,A3,"52.41240583089011, 13.141644518533106",
1143,19611143,StößenseeBrücke,strassenbahn,"75,76","52.508894368243524, 13.217475972829826",
1144,19611144,Sundgauer Str.,s-bahn,KBS 104,"52.436291,13.273772",Q800513
1145,19611145,Sundgauer Strasse,bus,AS3 ; A48,"52.4455796617832, 13.267631906214019 ; 52.43838201264951, 13.271447959003352",
1146,19611146,Sydlitzstrasse Ecke Kaiser-Wilhelm-Strasse,strassenbahn,96,"52.43195972077168, 13.338109786819931",
1147,19611147,Südende,s-bahn,KBS 106,"52.4481,13.3536",Q800511
1148,19611148,Südstern,bus,A28,"52.488958649509335, 13.40781379557614",
1149,19611149,Südstern,u-bahn,C I,"52.489444444444,13.407777777778",Q656081
1150,19611150,Taubenstrasse,strassenbahn,72,"52.51306493755938, 13.391398735901545",
1151,19611151,"Tauernallee, Adlermühle",bus,AS2,"52.42337464834511, 13.396185392179197",
1152,19611152,Tauroggener Strasse Ecke Osnabrücker Strasse,strassenbahn,3,"52.525838744600904, 13.301970081896242",
1153,19611153,Tauroggener Strasse Ecke Osnabrücker Strasse,bus,A72,"52.525838744600904, 13.301852064700281",
1154,19611154,Tegel,s-bahn,KBS 105,"52.5886,13.2894",Q800493
1155,19611155,Tegel,u-bahn,C I,"52.58944,13.28389",Q656090
1156,19611156,Tegeler Strasse Ecke Trifstrasse,bus,A64,"52.543256497451154, 13.356263568406057",
1157,19611157,Tegelort,bus,A20,"52.5705390073051, 13.231220862666484",
1158,19611158,Teichstrasse,bus,A61,"52.57435884050963, 13.34777330742025",
